all_authors.0.author_name,all_authors.1.author_name,abstract,updated_at,sources.0.name,authors_count,id,publication_date_epoch,title,pages,issue,agg_sources.0.name,agg_categories.0.slug,agg_categories.0.name,journal.issn,journal.slug,journal.iso_abbreviation,journal.title,updated_at_epoch,volume,authors.0.position,authors.0.author_name,authors.1.position,authors.1.author_name,publication_date,created_at_epoch,slug,categories.0.slug,categories.0.name,publication_identifiers.0.identifier.resolution_prefix,publication_identifiers.0.identifier.name,publication_identifiers.0.identifier.description,publication_identifiers.0.value,publication_identifiers.1.identifier.resolution_prefix,publication_identifiers.1.identifier.name,publication_identifiers.1.identifier.description,publication_identifiers.1.value,created_at,agg_categories.1.slug,agg_categories.1.name,agg_categories.2.slug,agg_categories.2.name,categories.1.slug,categories.1.name,categories.2.slug,categories.2.name,all_authors.2.author_name,all_authors.3.author_name,all_authors.4.author_name,organisations.0.category,organisations.0.country.region,organisations.0.country.alpha_2,organisations.0.country.name,organisations.0.alt_names.0.name,organisations.0.alt_names.1.name,organisations.0.alt_names.2.name,organisations.0.slug,organisations.0.name,journal.ranking_h_index,journal.ranking_scimago,agg_organisations.0.category,agg_organisations.0.country.region,agg_organisations.0.country.alpha_2,agg_organisations.0.country.name,agg_organisations.0.alt_names.0.name,agg_organisations.0.alt_names.1.name,agg_organisations.0.alt_names.2.name,agg_organisations.0.slug,agg_organisations.0.name,authors.2.position,authors.2.author_name,authors.3.position,authors.3.author_name,authors.4.researcher.profile_visible,authors.4.researcher.id,authors.4.researcher.full_name,authors.4.researcher.slug,authors.4.position,authors.4.slug,authors.4.author_name,researchers.0.profile_visible,researchers.0.id,researchers.0.full_name,researchers.0.slug,publication_identifiers.2.identifier.resolution_prefix,publication_identifiers.2.identifier.name,publication_identifiers.2.identifier.description,publication_identifiers.2.value,organisations.0.alt_names.3.name,agg_organisations.0.alt_names.3.name,authors.0.researcher.profile_visible,authors.0.researcher.id,authors.0.researcher.full_name,authors.0.researcher.slug,authors.0.slug,all_authors.5.author_name,all_authors.6.author_name,organisations.0.alt_names.4.name,agg_organisations.0.alt_names.4.name,authors.5.position,authors.5.author_name,authors.6.position,authors.6.author_name,all_authors.7.author_name,all_authors.8.author_name,all_authors.9.author_name,all_authors.10.author_name,all_authors.11.author_name,all_authors.12.author_name,all_authors.13.author_name,agg_research_groups.0.country.name,agg_research_groups.0.slug,agg_research_groups.0.name,agg_research_groups.1.country.name,agg_research_groups.1.slug,agg_research_groups.1.name,research_groups.0.slug,research_groups.0.name,research_groups.1.slug,research_groups.1.name,authors.1.researcher.profile_visible,authors.1.researcher.id,authors.1.researcher.full_name,authors.1.researcher.slug,authors.1.slug,authors.7.position,authors.7.author_name,authors.8.position,authors.8.author_name,authors.9.position,authors.9.author_name,researchers.1.profile_visible,researchers.1.id,researchers.1.full_name,researchers.1.slug,authors.3.researcher.profile_visible,authors.3.researcher.id,authors.3.researcher.full_name,authors.3.researcher.slug,authors.3.slug,keywords.0.keyword,keywords.1.keyword,keywords.2.keyword,keywords.3.keyword,keywords.4.keyword,keywords.5.keyword,agg_keywords.0.slug,agg_keywords.0.keyword,agg_keywords.1.slug,agg_keywords.1.keyword,agg_keywords.2.slug,agg_keywords.2.keyword,agg_keywords.3.slug,agg_keywords.3.keyword,agg_keywords.4.slug,agg_keywords.4.keyword,agg_keywords.5.slug,agg_keywords.5.keyword,agg_categories.3.slug,agg_categories.3.name,categories.3.slug,categories.3.name,authors.2.researcher.profile_visible,authors.2.researcher.id,authors.2.researcher.full_name,authors.2.researcher.slug,authors.2.slug,organisations.0.alt_names.5.name,organisations.0.alt_names.6.name,agg_organisations.0.alt_names.5.name,agg_organisations.0.alt_names.6.name,agg_categories.4.slug,agg_categories.4.name,categories.4.slug,categories.4.name,keywords.6.keyword,keywords.7.keyword,keywords.8.keyword,agg_keywords.6.slug,agg_keywords.6.keyword,agg_keywords.7.slug,agg_keywords.7.keyword,agg_keywords.8.slug,agg_keywords.8.keyword,all_authors.14.author_name,all_authors.15.author_name,all_authors.16.author_name,authors.7.researcher.profile_visible,authors.7.researcher.id,authors.7.researcher.full_name,authors.7.researcher.slug,authors.7.slug,authors.9.researcher.profile_visible,authors.9.researcher.id,authors.9.researcher.full_name,authors.9.researcher.slug,authors.9.slug,researchers.2.profile_visible,researchers.2.id,researchers.2.full_name,researchers.2.slug,researchers.3.profile_visible,researchers.3.id,researchers.3.full_name,researchers.3.slug,organisations.0.alt_names.7.name,organisations.0.alt_names.8.name,organisations.0.alt_names.9.name,organisations.0.alt_names.10.name,organisations.0.alt_names.11.name,agg_organisations.0.alt_names.7.name,agg_organisations.0.alt_names.8.name,agg_organisations.0.alt_names.9.name,agg_organisations.0.alt_names.10.name,agg_organisations.0.alt_names.11.name,authors.5.researcher.profile_visible,authors.5.researcher.id,authors.5.researcher.full_name,authors.5.researcher.slug,authors.5.slug,authors.8.researcher.profile_visible,authors.8.researcher.id,authors.8.researcher.full_name,authors.8.researcher.slug,authors.8.slug,publication_identifiers.3.identifier.resolution_prefix,publication_identifiers.3.identifier.name,publication_identifiers.3.identifier.description,publication_identifiers.3.value,organisations.1.category,organisations.1.country.region,organisations.1.country.alpha_2,organisations.1.country.name,organisations.1.alt_names.0.name,organisations.1.alt_names.1.name,organisations.1.alt_names.2.name,organisations.1.alt_names.3.name,organisations.1.slug,organisations.1.name,sources.1.name,keywords.9.keyword,keywords.10.keyword,keywords.11.keyword,keywords.12.keyword,keywords.13.keyword,agg_keywords.9.slug,agg_keywords.9.keyword,agg_keywords.10.slug,agg_keywords.10.keyword,agg_keywords.11.slug,agg_keywords.11.keyword,agg_keywords.12.slug,agg_keywords.12.keyword,agg_keywords.13.slug,agg_keywords.13.keyword,agg_sources.1.name,agg_organisations.1.category,agg_organisations.1.country.region,agg_organisations.1.country.alpha_2,agg_organisations.1.country.name,agg_organisations.1.alt_names.0.name,agg_organisations.1.alt_names.1.name,agg_organisations.1.alt_names.2.name,agg_organisations.1.alt_names.3.name,agg_organisations.1.slug,agg_organisations.1.name,publication_identifiers.4.identifier.name,publication_identifiers.4.value,publication_identifiers.5.identifier.name,publication_identifiers.5.identifier.description,publication_identifiers.5.value
H Schneider,,"The bright red fluorescent dye, Texas red, is introduced for ionophoretic microinjection in conjunction with the well-known dye Lucifer yellow. Different identified neurones can thus be visualised in two strongly contrasting colours in the same preparation (differential intracellular staining) following their physiological characterisation. Satisfactory results were obtained with electrodes filled with 4% Texas red (sulforhodamine 101 acid chloride; w/v) in 1 M potassium acetate (pH 3.0) and 5% Lucifer yellow (w/v) in aqua dest., respectively. Texas red was injected ionophoretically with pulsed depolarising current (3-10 nA, 500 ms pulses at 1 Hz, 15-30 min) and Lucifer yellow with hyperpolarizing constant current (5-6 nA, 5-15 min). Histological tissue processing was identical for both dyes, the quality of intracellular recordings with Texas red electrodes was similar to that with Lucifer yellow electrodes. Stained neurones could be visualised in both whole-mounts and sectioned preparations. Differential staining of two identified synaptically coupled neurones, a motoneurone and an interneurone, in the mesothorax of Locusta is presented as an illustration for the possible localisation of contact sites at the light-microscopic level.",2020-04-30T18:37:20.804878,pubmed,1,28034373,625881600,Differential Intracellular Staining of Identified Neurones in Locusta with Texas Red and Lucifer Yellow,107-15,2,pubmed,journal-article,journal article,0165-0270,journal-of-neuroscience-methods,J. Neurosci. Methods,Journal of Neuroscience Methods,1588271840,30,1,H Schneider,,,1989-11-01T00:00:00,1588271840,differential-intracellular-staining-of-identified-neurones-in-locusta-with-texas-red-and-lucifer-yellow,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,2586149,https://doi.org/,doi,doi: Digital object identifier,10.1016/0165-0270(89)90056-3,2020-04-30T18:37:20.804878,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,,,,academic,Europe,DE,Germany,Universität Konstanz,University of Konstanz,University of Constance,universitat-konstanz,Universitat Konstanz,133,1.308,academic,Europe,DE,Germany,Universität Konstanz,University of Konstanz,University of Constance,universitat-konstanz,Universitat Konstanz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C Nethravathi,B Viswanath,"p-Aminobenzoate ion intercalated alpha-hydroxides of nickel/cobalt were synthesized by precipitation using ammonia (pH= approximately 12). Aqueous colloidal suspension of alpha-hydroxide of nickel/cobalt was obtained on washing the precipitate as the pH was reduced to approximately 7. The development of partial positive charge on the amine end of the intercalated anion causes repulsion between the layers leading to exfoliation and colloidal suspension of monolayers in water. While the layers could be restacked from the colloidal suspension in the presence of other anions in the case of alpha-cobalt hydroxide, the exfoliation could not be reversed easily in the case of the nickel analog.",2020-05-02T02:07:57.254162,pubmed,4,44783010,1272672000,Exfoliation of Alpha-Hydroxides of Nickel and Cobalt in Water,109-15,1,pubmed,journal-article,journal article,0021-9797,journal-of-colloid-and-interface-science,J Colloid Interface Sci,Journal of Colloid and Interface Science,1588385277,345,1,C Nethravathi,2,B Viswanath,2010-05-01T00:00:00,1588385277,exfoliation-of-alpha-hydroxides-of-nickel-and-cobalt-in-water,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1016/j.jcis.2010.01.047,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,20170923,2020-05-02T02:07:57.254162,,,,,,,,,Mency Sebastian,Michael Rajamathi,,,,,,,,,,,209,1.29,,,,,,,,,,3,Mency Sebastian,4,Michael Rajamathi,,,,,,,,,,,,,pii,,S0021-9797(10)00096-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S A Sattar,K D Dimock,"Enterovirus 70 (EV-70) has caused at least two pandemics and several major epidemics of acute hemorrhagic conjunctivitis (AHC) in the past 18 years, with the largest number of cases occurring in the coastal areas of the tropics. The exact means of its spread are not known, but fomites and hands contaminated by them are the most likely vehicles. We, therefore, tested EV-70 survival under different environmental conditions using stainless steel disks (1 cm diameter). Each disk received 10 microliter of the virus in phosphate-buffered saline (PBS). The disks were held at various temperatures with the relative humidity (RH) at the low (20 +/- 5%), medium (50 +/- 5%), high (80 +/- 5%), or ultrahigh (95 +/- 5%) level. The virus was eluted from the disks with tryptose phosphate broth and the eluate assayed in LLC-MK2cells. Inactivation rates (Ki), expressed as hourly loss of virus plaque forming units (PFU) in log10, were then calculated. At 20 degrees C, virus survival was proportional to the RH level, with the highest virus survival at the ultrahigh RH; at this level nearly 5% of the input virus was detectable even after 24 hr. Virus inactivation rates were only slightly higher at the ultrahigh RH when the temperature was raised to 33 degrees C or 35 degrees C. However, at 80% RH, increasing the temperature from 20 degrees C to 33 degrees C resulted in a dramatic rise in virus inactivation. The finding that high levels of RH prolong EV-70 survival on fomites may help explain the epidemiology of AHC resulting from EV-70.",2020-04-30T18:30:40.447953,pubmed,4,27840589,583718400,Spread of Acute Hemorrhagic Conjunctivitis due to Enterovirus-70: Effect of Air Temperature and Relative Humidity on Virus Survival on Fomites,289-96,3,pubmed,journal-article,journal article,0146-6615,journal-of-medical-virology,J. Med. Virol.,Journal of Medical Virology,1588271440,25,1,S A Sattar,2,K D Dimock,1988-07-01T00:00:00,1588271440,spread-of-acute-hemorrhagic-conjunctivitis-due-to-enterovirus-70-effect-of-air-temperature-and-relative-humidity-on-virus-survival-on-fomites,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1002/jmv.1890250306,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,2844979,2020-04-30T18:30:40.447953,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,S A Ansari,V S Springthorpe,,academic,Americas,CA,Canada,Uottawa,Universite D'Ottawa,,university-of-ottawa,University of Ottawa,105,0.966,academic,Americas,CA,Canada,Uottawa,Universite D'Ottawa,,university-of-ottawa,University of Ottawa,3,S A Ansari,4,V S Springthorpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T I Levdik,Z I Kalmykova,The experiments on rats show that the 4-month elevated air dryness has no impact on body accumulation of 239Pu but causes more distinct forms of bronchitis and interstitial pneumonia combined with the strain in medullary hemopoiesis and reactivity intensification of pulmonary and B-system immunity. Under prolonged effect of both factors a breakdown in fully adequate immune response can occur.,2020-04-30T18:40:54.060115,pubmed,6,28140839,615254400,Effect of Lowered Relative Humidity of the Air on the Accumulation of Plutonium-239 in the Body and its Biological Effectiveness,13-6,7,pubmed,journal-article,journal article,,gigiena-i-sanitariia,Gig Sanit,Gigiena i Sanitariia,1588272054,,1,T I Levdik,2,Z I Kalmykova,1989-07-01T00:00:00,1588272054,effect-of-lowered-relative-humidity-of-the-air-on-the-accumulation-of-plutonium-239-in-the-body-and-its-biological-effectiveness,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,2792812,,,,,2020-04-30T18:40:54.060115,english-abstract,english abstract,,,english-abstract,english abstract,,,L I Fetisova,N B Erygina,A V Datsenko,,,,,,,,,,,,,,,,,,,,,3,L I Fetisova,4,N B Erygina,,,,,5,,A V Datsenko,,,,,,,,,,,,,,,,N P Ivanov,,,,6,N P Ivanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Fortin,J Allard,"In postoperative patients at high risk for neck relapse, cobalt seems to give a better neck control. We are currently doing a prospective study in which a bolus is added for half the treatment when patients at high risk for neck relapse are treated with 6 MV. Radical radiotherapy: A better local control (LC) is observed with 6 MV than with cobalt, but neck control was similar. Postoperative radiotherapy: A better LC is observed with 6 MV. In high-risk patients, the neck control was higher for the cobalt group (79%) vs 60% for the 6-MV group (p = .09 and .03 in a Cox model). A retrospective study including all of 1,452 consecutive patients treated by definitive or postoperative radiotherapy between 1989 and 1997. All stages and subsites of the head/neck were included. Local and neck control were evaluated by the Kaplan Meier method, and comparisons were made between the cobalt and the 6-MV subgroups with a subsequent Cox analysis. For neck control analysis, the postoperative patients were divided in low and high risk (extracapsular extension [ECE], >two nodes, or T4). Since 1992, we have been using a 6-MV linear accelerator instead of a cobalt machine. The aim of the study is to evaluate the impact of this on neck control, particularly on postoperative patients in which subcutaneous tissues are at risk.",2020-05-01T06:54:30.664209,pubmed,4,36911979,983404800,Outcome of Patients Treated with Cobalt and 6 Mv in Head and Neck Cancers,181-8,3,pubmed,journal-article,journal article,,head-neck,Head Neck,Head & Neck,1588316070,23,1,A Fortin,2,J Allard,2001-03-01T00:00:00,1588316070,outcome-of-patients-treated-with-cobalt-and-6-mv-in-head-and-neck-cancers,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1002/1097-0347(200103)23:3<181::aid-hed1016>3.0.co;2-8,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,11428447,2020-05-01T06:54:30.664209,comparative-study,comparative study,,,comparative-study,comparative study,,,M Albert,J Roy,,,,,,,,,,,,,,,,,,,,,,3,M Albert,4,J Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junye Liu,Jing Zhang,"Hypoxia inducible factor 1 (HIF-1), the key mediator of hypoxia signaling pathways, has been shown involved in hypoxia-induced radioresistance. However, the underlying mechanisms are unclear. The present study demonstrated that both hypoxia and hypoxia mimetic cobalt chloride could increase the radioresistance of human cervical cancer Hela cells. Meanwhile, ectopic expression of HIF-1 could enhance the resistance of Hela cells to radiation, whereas knocking-down of HIF-1 could increase the sensitivity of Hela cells to radiation in the presence of hypoxia. N-Myc downstream-regulated gene 2 (NDRG2), a new HIF-1 target gene identified in our lab, was found to be upregulated by hypoxia and radiation in a HIF-1-dependent manner. Overexpression of NDRG2 resulted in decreased sensitivity of Hela cells to radiation while silencing NDRG2 led to radiosensitization. Moreover, NDRG2 was proved to protect Hela cells from radiation-induced apoptosis and abolish radiation-induced upregulation of Bax. Taken together, these data suggest that both HIF-1 and NDRG2 contribute to hypoxia-induced tumor radioresistance and that NDRG2 acts downstream of HIF-1 to promote radioresistance through suppressing radiation-induced Bax expression. It would be meaningful to further explore the clinical application potential of HIF-1 and NDRG2 blockade as radiosensitizer for tumor therapy.",2020-05-02T02:33:06.829557,pubmed,9,45013725,1279152000,Hif-1 and Ndrg2 Contribute to Hypoxia-Induced Radioresistance of Cervical Cancer Hela Cells,1985-93,12,pubmed,journal-article,journal article,0014-4827,experimental-cell-research,Exp. Cell Res.,Experimental Cell Research,1588386786,316,1,Junye Liu,2,Jing Zhang,2010-07-15T00:00:00,1588386786,hif-1-and-ndrg2-contribute-to-hypoxia-induced-radioresistance-of-cervical-cancer-hela-cells,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1016/j.yexcr.2010.02.028,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,20206160,2020-05-02T02:33:06.829557,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,Xiaowu Wang,Yan Li,Yongbin Chen,,,,,,,,,,177,1.211,,,,,,,,,,3,Xiaowu Wang,4,Yan Li,,,,,5,,Yongbin Chen,,,,,,pii,,S0014-4827(10)00090-X,,,,,,,,Kangchu Li,Jian Zhang,,,6,Kangchu Li,7,Jian Zhang,Libo Yao,Guozhen Guo,,,,,,,,,,,,,,,,,,,,,8,Libo Yao,9,Guozhen Guo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xi Xu,Xiao-Ming Wang,"An ecological planning approach for Shanghai Expo 2010 was constructed based on ""overlay-maps"" model, and the ecological elements and GIS visualization in Shanghai Expo 2010 area were investigated and analyzed from the aspects of human comfort degree, life health, and sustainable utilization of resources. This approach included the determination of objectives for ecological planning, the selection and in situ investigation of ecological elements, the construction of eco-database, and the integrative analysis of GIS visualization, being indispensable for the prior period research of ecological planning of Expo area. Based on the present situation of soil pollution in the Expo area, a tentative scheme of soil restoration and utilization was brought forward, with the concerns of green space demand and soil secondary pollution avoidance. To protect the wild life habitats in Expo area, a demarcation of conservation areas for plants and original landscape was made. A conception of using landscape elements to optimize air temperature, humidity, and ventilation in the process of urban design was proposed, aimed to promote the human comfort degree under tropical monsoon conditions.",2020-05-02T02:28:43.368056,pubmed,5,44969442,1241136000,"Application of ""Overlay-Maps"" Model in Prior Period Research of Ecological Planning of Shanghai Expo Area",1132-9,5,pubmed,journal-article,journal article,,ying-yong-sheng-tai-xue-bao-the-journal-of-applied-ecology,Ying Yong Sheng Tai Xue Bao,Ying Yong Sheng Tai Xue Bao = the Journal of Applied Ecology,1588386523,20,1,Xi Xu,2,Xiao-Ming Wang,2009-05-01T00:00:00,1588386523,application-of-overlay-maps-model-in-prior-period-research-of-ecological-planning-of-shanghai-expo-area,journal-article,journal article,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,19803171,,,,,2020-05-02T02:28:43.368056,english-abstract,english abstract,research-support-nonus-govt,research support nonus govt,english-abstract,english abstract,research-support-nonus-govt,research support nonus govt,Tian-Hou Wang,Yi-Ning Liu,Kai-Yun Wang,academic,Asia,CN,China,Ecnu,,,east-china-normal-university,East China Normal University,,,academic,Asia,CN,China,Ecnu,,,east-china-normal-university,East China Normal University,3,Tian-Hou Wang,4,Yi-Ning Liu,,,,,5,,Kai-Yun Wang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T E Pitcher,S M Doucet,"A study was undertaken to examine secondary sexual characters (spawning colouration and overall body size) in relation to sperm metrics in one alternative reproductive tactic of coho salmon Oncorhynchus kisutch: large hooknose males that spawn in dominance-based hierarchies. Males with less intense red spawning colouration had higher sperm velocities than males with darker red spawning colouration. There was no relationship between male body size and sperm metrics. These results suggest that within an alternative reproductive tactic, variation in sperm competition intensity may select for a trade-off between investment in sexual colouration and sperm quality.",2020-05-02T02:16:35.572975,pubmed,4,44857144,1241136000,Secondary Sexual Characters and Sperm Traits in Coho Salmon Oncorhynchus Kisutch,1450-61,7,pubmed,journal-article,journal article,0022-1112,journal-of-fish-biology,J. Fish Biol.,Journal of Fish Biology,1588385795,74,1,T E Pitcher,2,S M Doucet,2009-05-01T00:00:00,1588385795,secondary-sexual-characters-and-sperm-traits-in-coho-salmon-oncorhynchus-kisutch,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1111/j.1095-8649.2009.02210.x,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,20735645,2020-05-02T02:16:35.572975,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,J-M J Beausoleil,D Hanley,,academic,Americas,CA,Canada,,,,university-of-windsor,University of Windsor,100,0.862,academic,Americas,CA,Canada,,,,university-of-windsor,University of Windsor,3,J-M J Beausoleil,4,D Hanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R D Hansen,T S Olds,"Infrared (IR) thermometers (FirstTemp 2000A, Intelligent Medical Systems, California) were used to monitor tympanic temperature (Tty) in 12 collapsed fun-runners suspected of suffering exertion-induced heat exhaustion (EIHE). Rectal temperature (Tre) was monitored via digital clinical thermometers. Conditions during the fun-run and in the field treatment centre were cool (air temperature 16-18 degrees C, relative humidity 60-65%). On admission, Tty was (mean +/- SEM) 1.2 +/- 0.3 degrees C lower than Tre. For admission plus subsequent monitoring data pooled, although Tty correlated significantly with Tre (r = 0.86, p or = 37.1 degrees C predicted a Tre > or = 38 degrees C (an established diagnostic criterion for EIHE) with a sensitivity of 0.93 and a specificity of 0.63. These data indicate that IR tympanic thermometry, when utilised in cool environments, can result in misdiagnosis of heat exhaustion. Although IR thermometry shows some promise as a rapid, non-invasive means of monitoring core temperature, it should not be used in the diagnosis and treatment of heat exhaustion unless further research validates the method.",2020-05-01T00:33:29.718618,pubmed,5,34179720,820454400,Infrared Thermometry in the Diagnosis and Treatment of Heat Exhaustion,66-70,1,pubmed,journal-article,journal article,0172-4622,international-journal-of-sports-medicine,Int J Sports Med,International Journal of Sports Medicine,1588293209,17,1,R D Hansen,2,T S Olds,1996-01-01T00:00:00,1588293209,infrared-thermometry-in-the-diagnosis-and-treatment-of-heat-exhaustion,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1055/s-2007-972810,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,8775579,2020-05-01T00:33:29.718618,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,D A Richards,C R Richards,B Leelarthaepin,,,,,,,,,,92,1.205,,,,,,,,,,3,D A Richards,4,C R Richards,,,,,5,,B Leelarthaepin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M Mäntyjärvi,,"Colour vision and dark adaptation were studied in 60 diabetic patients treated with photocoagulation. An acquired colour vision defect was found in 50% and a defective dark adaptation in 77% of the patients. Both colour vision and dark adaptation were defective in 47% of the patients. Colour vision defect only was found in 3% and dark adaptation defect only in 30% of the patients. Neither of these defects was found in 20% of the patients. The Farnsworth-Munsell 100-hue test showed a blue-yellow axis in 24 of the 30 colour defective patients. In the patients with an impaired dark adaptation, the range of the cone and rod threshold elevations from the normal upper limit was from 0.2 to 1.4 log units. The Farnsworth-Munsell 100-hue test scores showed a significant positive correlation to the values of both cone and rod thresholds.",2020-04-30T18:31:02.135331,pubmed,1,27851400,607392000,Colour Vision and Dark Adaptation in Diabetic Patients after Photocoagulation,113-8,2,pubmed,journal-article,journal article,1755-375X,acta-ophthalmologica,Acta Ophthalmol (Copenh),Acta Ophthalmologica,1588271462,67,1,M Mäntyjärvi,,,1989-04-01T00:00:00,1588271462,colour-vision-and-dark-adaptation-in-diabetic-patients-after-photocoagulation,journal-article,journal article,https://doi.org/,doi,doi: Digital object identifier,10.1111/j.1755-3768.1989.tb00738.x,http://www.ncbi.nlm.nih.gov/pubmed/,pmid,pmid: PubMed Unique Identifier,2728861,2020-04-30T18:31:02.135331,research-support-nonus-govt,research support nonus govt,,,research-support-nonus-govt,research support nonus govt,,,,,,,,,,,,,,,77,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
